,DataRiferimento,Documento_Numero,Quantita,Origine,Catalogo,Gruppo,Famiglia,Codice_Hidros,Descrizione,ImportoNetto,Prodotto_Costoattuale
14029,2020-06-10,003062C,100.0,OYTB,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,GETTONE,GETTONE PER OSCAR II,48.0,41.16
14030,2020-06-10,003063C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Batteria Cassetta Wc,DIBARIOS/P,BATTERIA RIO S/PULSANTE,18.11,14.8975
14031,2020-06-10,000449F,20.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Flessibile Doccia,LD2TC,LACCIO DOCCIA Mt.2 CONICO,52.0,35.5
14032,2020-06-10,003064C,2.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,FAM,VITONE xBATT.LAV.-BIDET AR.1351 ATA,4.6,3.364
14033,2020-06-10,003065C,1.0,EBAY,Rubinetteria ed Accessori,Sistemi Di Scarico,Riduzione Sifone,022417,VITI X PILETTA BASKET TIPO LUNGO,7.04,0.4896
14034,2020-06-10,003066C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Placca di Comando,1742110,PLACCA STIR BLITZ T.VECCHIO B/CA,7.38,5.03
14035,2020-06-10,003067C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,GOCCIA120,VASCA ASTOR GOCCIA 120X70 VETROR.,143.95,55.44
14036,2020-06-10,003068C,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Batteria bidet,340ATA,BATTERIA BIDET ATA,24.84,17.1753
14037,2020-06-10,000450F,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ1000,TUBO CASSETTA ZAINO 1000x220 50x32,8.16,5.4624
14038,2020-06-10,000035B,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Piatti Doccia,AXA70,PIATTO DOCCIA PORC.72X72 H10 B.CO,31.62,26.0108
14039,2020-06-11,003069C,2.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K023629,GIUBBETTO SPIDERMAN CM.51*46 98014,8.98,6.0852
14040,2020-06-11,003070C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14041,2020-06-11,003071C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14042,2020-06-11,003072C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14043,2020-06-11,003073C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14044,2020-06-11,003074C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14045,2020-06-11,003075C,1.0,OMAN,Giardino,Piscina e Accessori,Teli Copertura,K023787,COPRIPISCINA FAST SET 244,5.45,3.6947
14046,2020-06-11,003076C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SLOI80,SOTTOLAVELLO Cm.80 B.CO/OLMO X INOX,55.08,38.4
14047,2020-06-11,003077C,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Porta Doccia,MARTE140,PORTA 1 ANTA SCORREVOLE 140 CM  6MM,152.95,107.42
14048,2020-06-11,003078C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,82004060,DISTANZIALE TELAIO SARA/ECO,2.04,1.43
14049,2020-06-11,003078C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80006010,TELAIO GUIDA SFERA X SARA PUC.,1.36,1.17
14050,2020-06-11,000451F,1.0,OYTB,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe,JSWM1AX-N,E.POMPA JSWM1AX-N HP 0 75 230V,74.81,67.85
14051,2020-06-11,003079C,1.0,EBAY,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,1283/4,VALVOLA A SFERA 3 VIE A T 3/4 ITAP,32.53,18.2333
14052,2020-06-11,003080C,1.0,OYTB,Elettropompe e Serbatoi,Elettropompe ed Accessori,Elettropompe,CPM158X,E.POMPA HP 1 ART.CPm158X 220V PD,87.49,79.35
14053,2020-06-11,003081C,1.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,989919401,RACCORDO A  T  x SC.CONDENSA 20,2.74,1.8892
14054,2020-06-11,003081C,1.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,989917401,RACCORDO A  T  x SC.CONDENSA 16,2.27,1.5683
14055,2020-06-11,003082C,1.0,OMAN,Elettropompe e Serbatoi,Elettropompe ed Accessori,Accessori Elettropompe,DUC30/450,CONDEN.450V 30 MF C/FASTON,3.73,2.5568
14056,2020-06-11,003083C,1.0,OMAN,Ferramenta e Hobbistica,Giardinaggio,Pozzetti,IGPOZ2000N01C,POZZ. CIRCOL. 1C VERDE IRRITEC,2.79,1.9388
14057,2020-06-11,000452F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BPT20,ANGOLI INT.DX/SX X ASTA,4.61,3.1074
14058,2020-06-11,000452F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BP20A,ASTA SANIBORD ADESIVO mm.2700,12.64,8.5215
14059,2020-06-11,003084C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone per Scarico,AC202BR,SIFONE COLONNA 11/4 BRONZATO,24.98,18.2845
14060,2020-06-11,003085C,10.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,021032,BISCIONE REG.C/GH.CROM.11/4 40,6.4,5.24
14061,2020-06-11,003085C,3.0,OYTB,Valvolame e Raccorderia,Valvolame,Rubinetto a Sfera c/Leva,B6911/2,RUBINETTO A SFERA C/LEVA 1/2 BUG.,7.8,6.4179
14062,2020-06-11,003085C,6.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GALLCATI,GALLEGGIANTE CATIS 3/8  S/SFERA,22.8,19.6872
14063,2020-06-11,003085C,8.0,OYTB,Riscaldamento,Sicurezza Gas,Regolatore Pressione,EUROPAT,REGOL.BASSA PRES.GAS EUROPA 2S C/TA,16.64,14.4
14064,2020-06-11,003085C,10.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BOBBR11/4,BISCIONE REG.C/GH.CROM.11/4 32,6.4,5.24
14065,2020-06-11,003086C,2.0,OAMZ,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,VETRO,VETRO MM.63 x CONT. ACQUA 1/2-3/4,3.9,2.772
14066,2020-06-11,000453F,5.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT80/5,SCALDABAGNO LT 80 G5A STEATITE,327.6,296.985
14067,2020-06-11,000454F,2.0,OMAN,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7246E42,SCARPE BASSE AN/INF.SCAMOSCIATE 42,42.06,28.9708
14068,2020-06-11,000454F,3.0,OMAN,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7246E43,SCARPE BASSE AN/INF.SCAMOSCIATE 43,63.09,43.4562
14069,2020-06-11,000454F,2.0,OMAN,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7246E44,SCARPE BASSE AN/INF.SCAMOSCIATE 44,42.06,28.9708
14070,2020-06-11,000454F,2.0,OMAN,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7246E45,SCARPE BASSE AN/INF.SCAMOSCIATE 45,42.06,28.9708
14071,2020-06-11,000454F,2.0,OMAN,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7246E41,SCARPE BASSE AN/INF.SCAMOSCIATE 41,42.06,28.9708
14072,2020-06-11,003087C,1.0,OAMZ,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT50/2,SCALDABAGNO LT 50 G2A EGO,69.8,49.2629
14073,2020-06-11,003088C,4.0,OYTB,Valvolame e Raccorderia,Valvolame,Rubinetto a Sfera c/Leva,B6913/4,RUBINETTO A SFERA C/LEVA 3/4 BUG.,13.64,11.234
14074,2020-06-11,003089C,50.0,OMAN,Ferramenta e Hobbistica,Materiale Elettrico,Tubi Canaline e Accessori,ECCF16H,CLIPS FISSATUBO A SCATTO 16,4.5,3.865
14075,2020-06-11,003090C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,3.01T,GALLEGGIANTE 3/8 FLUID.BASSO/TELES.,11.12,7.381
14076,2020-06-11,003091C,3.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009115,PISTONCINO + GUARNIZIONE A LABBRO,3.18,2.2299
14077,2020-06-11,003092C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,0.8,0.655
14078,2020-06-11,003092C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,PB158,MORSETTO FERMA ASTINA DOPPIO,0.63,0.5152
14079,2020-06-11,003092C,1.0,OYTB,Rubinetteria ed Accessori,Rubinetteria,Batteria lavabo,320ATA,BATTERIA LAVABO ATA,32.85,28.3806
14080,2020-06-11,003093C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Supporto Doccia,199B56100,DEVIATORE DOCCIA MIX X ART.615/B17,7.15,5.103
14081,2020-06-11,003094C,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9374FM54B0,MAGIC ATT. 11/4 CURVO+MAN. D.32/40,4.44,3.0296
14082,2020-06-11,003095C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI120,SOTTOLAVELLO Cm.120 B.CO FRAS. INOX,65.4,45.6
14083,2020-06-11,003096C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchiera,SA372SRI,SPECCHIERA 2/ANTA ST/ING.+ LUCI,46.05,33.75
14084,2020-06-11,000000A,-1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,EASY,EASY PRESS PEDROLLO 1 5 BAR,48.23,-34.72
14085,2020-06-11,003098C,2.0,OMAN,Giardino,Piscina e Accessori,Materassini e Gonfiabili,K024273,MATERASSINO CM.183*69 44007,6.24,4.1604
14086,2020-06-11,003099C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompa ad Aria,K023930,POMPA MULTIFUNZIONE 62086,6.27,4.0673
14087,2020-06-11,003100C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,61.88,38.2635
14088,2020-06-11,003101C,1.0,OAMZ,Giardino,Piscina e Accessori,Accessori e Ricambi,K023793,DISPENSER CLORO CM.16 5 58071,4.88,3.1203
14089,2020-06-11,003102C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14090,2020-06-11,003103C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14091,2020-06-11,003104C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14092,2020-06-11,003105C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14093,2020-06-11,003106C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14094,2020-06-11,003107C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14095,2020-06-11,003108C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K096099,PISCINA STEEL PRO CM.221*150 56401,78.65,48.6356
14096,2020-06-11,003109C,2.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,10.8,6.7374
14097,2020-06-11,003110C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14098,2020-06-12,003111C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14099,2020-06-12,003112C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14100,2020-06-12,003113C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14101,2020-06-12,003114C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14102,2020-06-12,003115C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14103,2020-06-12,003116C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14104,2020-06-12,003117C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14105,2020-06-12,003118C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14106,2020-06-12,003119C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14107,2020-06-12,003120C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14108,2020-06-12,003121C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14109,2020-06-12,003122C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14110,2020-06-12,003123C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14111,2020-06-12,003124C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14112,2020-06-12,003125C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14113,2020-06-12,003126C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14114,2020-06-12,003127C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14115,2020-06-12,003128C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14116,2020-06-12,003129C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14117,2020-06-12,003130C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117905,PISCINA STEEL PRO 305 56679,111.34,68.8473
14118,2020-06-12,003131C,1.0,OMAN,Valvolame e Raccorderia,Valvolame,Rubinetto a Sfera c/Leva,B6911,RUBINETTO A SFERA C/LEVA 1 BUG.,8.37,5.8366
14119,2020-06-12,003131C,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Canna Lavello,CDM25,CANNA DIRITTA X MONOC.MURO MM.250,8.02,5.4541
14120,2020-06-12,003132C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB240502001,CAMPANA COMPLETA GEBERIT 240502,17.05,15.012
14121,2020-06-12,003133C,1.0,EBAY,Riscaldamento,Sicurezza Gas,Regolatore Pressione,LP060T26-02A,REGOLAT.KG.1 C/TAR.VARIAB.ATT.VERT.,9.99,2.64
14122,2020-06-12,000455F,20.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,16.0,13.1
14123,2020-06-12,003134C,2.0,OMAN,Condizionamento,Climatizzazione,Accessori Climatizzatori,ROT85800,SANIFRESH DESODORIZZANTE ML.400,14.7,10.2664
14124,2020-06-12,000456F,3.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Doccetta Lavabo,POR272,DOCC.MONOGETTO PER LAV.ESTRAIBILE,33.54,22.8
14125,2020-06-12,003135C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,CTMAMO,CERNIERA A TUBO 16CM MAMO,5.25,3.7124
14126,2020-06-12,003136C,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Saliscendi,GR27598,SALIS.TEMPESTA II S/P.SAP.GROHE,42.89,29.3998
14127,2020-06-12,003137C,1.0,OMAN,Sanitari e Arredo Bagno,Accessori Bagno,Appendino,GEDY2124,KIT APPENDIABITI MULTIPLO INOX,15.35,10.35
14128,2020-06-12,003138C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Flessibile Doccia,ZFLO011CR,FLESSIBILE NYLON C/PB. x D.ESTR. RP,8.15,7.315
14129,2020-06-12,003139C,1.0,OYTB,Riscaldamento,Caldaie,Tubo Termoconvettore,6YTUBOAL01,TUBO STANDARD MT.1 x WINDOR NF,5.85,5.05
14130,2020-06-12,003140C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,0.96,0.655
14131,2020-06-12,003141C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80003130,GUARN.DI FONDO IN PARA,0.84,0.58
14132,2020-06-12,003142C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,F09RS2026,FLESSIBILE x CASS. INC. COES MOD.98,12.17,8.1392
14133,2020-06-12,000457F,30.0,OMAN,Ferramenta e Hobbistica,Works,Accessori per Lavoro,023708,GUANTI NYLON/NITRILE TG. 10,19.5,12.15
14134,2020-06-12,003143C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1014,SIFONE 2 VIE S/PILETTA ATT.LAV.D.40,2.85,1.9564
14135,2020-06-12,003144C,2.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,LI9127509,SIFONE 2 VIE x INOX S/P.SPAZIO LIRA,18.38,15.88
14136,2020-06-12,003145C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,560160B,RUBINETTO GALLEGG.JOLLY 3/8 BLIS.,8.5,5.6389
14137,2020-06-12,003146C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,8395999,GALLEGIANTE STIR BLITZ,11.05,9.36
14138,2020-06-12,003147C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWSELNOVA3,COPRIVASO SELNOVA3 B.CO,40.91,29.3825
14139,2020-06-12,003148C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,COLIBRIVP,VASO S/PARETE COLIBRI 2,54.6,39.219
14140,2020-06-12,003149C,1.0,OMAN,Elettropompe e Serbatoi,Serbatoi e Bollitori,Idrosfere e Accessori,MV100,MEMBRANA VOLUM. X VASO LT.100 -150,23.38,16.7005
14141,2020-06-12,003150C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO5280AB12S7,DOCCIONE 40/50 D.120 CROMATO,9.74,6.6218
14142,2020-06-15,003151C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,602501,CANOTTO + ROS.E MORS.X CASS.SCARICO,2.7,1.8078
14143,2020-06-15,003152C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,COLIBRIVP,VASO S/PARETE COLIBRI 2,54.6,39.219
14144,2020-06-15,003153C,1.0,OMAN,Riscaldamento,Caldaie,Accessori Sistemi Fumari,CAPLT110,CAPPELLOTTO TELESCOPICO 110,7.0,4.68
14145,2020-06-15,003154C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GEB240511001,SUPPORTO COMPLET0 GEBERIT 240511,4.52,3.984
14146,2020-06-15,003155C,3.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,GR4375800M,MEMBRANA UNIV. GROHE,8.58,7.1859
14147,2020-06-15,003156C,100.0,OMAN,Ferramenta e Hobbistica,Elementi di Fissaggio,Tasselli di Fissaggio,ENP/OC1245,TASS.C/V. A OCCHIOLO CHIUSO 12X45,18.0,14.75
14148,2020-06-15,003157C,1.0,OAMZ,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT30/2,SCALDABAGNO LT 30 G2A EGO,58.54,41.3809
14149,2020-06-15,003158C,1.0,OAMZ,Ferramenta e Hobbistica,Works,Scarpe Antinfortunistiche,BET7241E44,SCARPE BASSE AN/INF. PELLE NERA 44,19.93,14.059
14150,2020-06-15,003159C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80005250,GRUPPO VALVOLA COMPLETO X ECO,18.57,13.05
14151,2020-06-15,003160C,3.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC19,PILETTA 19 X SCARIC. CONDENS.,10.02,6.9285
14152,2020-06-15,003161C,1.0,OYTB,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT30/2,SCALDABAGNO LT 30 G2A EGO,45.65,41.3809
14153,2020-06-15,003162C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,DIBAPULRIO,PULSANTE RIO,11.9,8.1648
14154,2020-06-15,003163C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,ELITEVB,VASO-BIDET ELITE S/EROG.,50.99,43.5956
14155,2020-06-15,003163C,1.0,OYTB,Sanitari e Arredo Bagno,Ausili per Disabili,Ceramica e Accessori,CESER,EROGATORI PER VASO-BIDET,7.2,5.922
14156,2020-06-15,003164C,1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,B37/42,MOBILE X LAVATOIO MINERVA 42X37CM,61.57,50.652
14157,2020-06-15,003165C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,MAMOPRESS,COPPIA CERNIERE OTT. C/TASSEL.MAMO,6.48,4.5839
14158,2020-06-15,003166C,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Flessibile Inox per Acqua,F70,FLESS.x ALIM.M.1/4 x F.1/2 Cm.70,1.89,1.554
14159,2020-06-15,003167C,1.0,EBAY,Riscaldamento,Sicurezza Gas,Regolatore Pressione,HP480T78-02A,REGOLATORE ALTA PRESSIONE KG.8,11.39,3.66
14160,2020-06-15,003168C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BRA11/240C,BIS.REGOL.SPIRALATO ACC.G/M 11/240,3.6,2.961
14161,2020-06-15,003168C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1012,SIFONE PLAST. 2 VIE S/PILETTA D.40,2.31,1.8992
14162,2020-06-15,003168C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,021033,BISCIONE REG.C/GH.CROM.1  40 BON.,0.84,0.693
14163,2020-06-15,003169C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,COLIBRIVP,VASO S/PARETE COLIBRI 2,54.6,39.219
14164,2020-06-15,003170C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,091,KIT VITONE PASSO RAPIDO BLISTER,21.24,14.8063
14165,2020-06-15,003171C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503B,VITONE A DISCHI CERAMICI 90 BLU,7.08,4.9322
14166,2020-06-15,003171C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503R,VITONE A DISCHI CERAMICI 90  ROSSO,7.08,4.9322
14167,2020-06-15,000000A,-1.0,OYTB,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SLOI80,SOTTOLAVELLO Cm.80 B.CO/OLMO X INOX,46.68,-38.4
14168,2020-06-15,000036B,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Sanitari,AVB14,VASO A DUE FORI,40.03,34.2295
14169,2020-06-15,000037B,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia Angolare,680,BOX DOCCIA ANGOL. CM.6575,57.66,49.8
14170,2020-06-15,003173C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori e Ricambi,K023793,DISPENSER CLORO CM.16 5 58071,4.6,3.1203
14171,2020-06-15,003174C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscina Fuori Terra,K117906,PISCINA STEEL PRO 366 56681,141.07,87.2273
14172,2020-06-15,003175C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,57273,PISCINA FAST SET CM366*76,57.49,38.2635
14173,2020-06-15,003176C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14174,2020-06-15,003177C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14175,2020-06-15,003178C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14176,2020-06-15,003179C,8.0,OMAN,Condizionamento,Climatizzazione,Accessori Climatizzatori,CLIMANET,CLIMANET SPRAY X CONDIZ. 600 ML,74.4,51.408
14177,2020-06-15,003180C,1.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,PR160GA,MONOC.LAVELLO C/ALTA GR/AVENA,36.06,24.32
14178,2020-06-15,000016A,-1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,MET60DX,MOB.C/LAVAT.SX - VASCHETTA A DX,-132.73,-91.0
14179,2020-06-15,000458F,3.0,OYTB,Condizionamento,Ventilazione e Aerazione,Griglia-Aspiratore,9799150,ASP.ELET. 100 DECORATIVO 19W,38.13,31.374
14180,2020-06-16,000459F,100.0,OYTB,Ferramenta e Hobbistica,Giardinaggio,Microirrigazione,IIPDL2000N160,PICCHETTO X ALA GOC. D.16  IRRITEC,9.0,7.47
